P(Xi|Zj) from Matt,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,SUM,,1,2,3,4,5,6,7
815693795.7,463123500.5,50291896.96,50291896.57,815693789.6,463123500.8,50291896.28,2.71E+09,,0.30,0.17,0.02,0.02,0.30,0.17,0.02
420467.2309,3295461.737,13416.81988,42.80555558,2016.27359,31730.95634,1386.988704,3.76E+06,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
11395410707,11395410587,1.05E+11,6632830209,1.05E+11,11395410707,11395410607,2.61E+11,,0.04,0.04,0.40,0.03,0.40,0.04,0.04
2176.737052,17060.43454,69.45818084,0.221602142,10.43814382,164.2695156,7.180368609,1.95E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
975510909.5,5686355.477,62244876.27,198588.5279,6242911.421,49404342.68,6434679.821,1.11E+09,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
96.64741638,1517.664226,2.05401081,0.006534499,0.416029762,10.03916845,2.05401081,1.63E+03,,0.06,0.93,0.00,0.00,0.00,0.01,0.00
22596496485,22596496422,4.12E+12,13152551453,2.07E+11,22596496459,4.26E+11,4.84E+12,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
13630773.06,79455.20673,869745.048,2774.869179,87231.93969,690324.8101,89911.51152,1.55E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
1023331.452,11268536.85,240679.3868,666.0868639,42407.53033,1023331.452,166779762.9,1.80E+08,,0.01,0.06,0.00,0.00,0.00,0.01,0.92
1809359879,10546948.62,115450663.6,368338.3869,11579238.47,91634275.57,11934927.01,2.05E+09,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
176845313.1,1030849.891,11284050.77,36001.0842,1131745.031,8956257.038,1166509.73,2.00E+08,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
9205478.633,53659.70143,587378.2373,1873.994881,58911.68119,466207.6217,60721.31748,1.04E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
8765.756039,68702.65148,279.7092407,0.892395482,42.03457746,661.5160506,28.91546288,7.85E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
12162950.78,70899.11649,776087.032,2476.058921,77838.41635,615987.5635,80229.43995,1.38E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
19611453540,2136565026,1243612317,3.90E+11,2136565028,2136565015,1243612317,4.18E+11,,0.05,0.01,0.00,0.93,0.01,0.01,0.00
47314938.16,275803.741,3019046.166,9632.084916,302798.2208,2396245.286,312099.5111,5.36E+07,,0.88,0.01,0.06,0.00,0.01,0.04,0.01
2165.136734,16969.51567,69.08802267,0.220421174,10.38251662,163.3940866,7.142102812,1.94E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
893099816.2,893099812.8,1.63E+11,519839050.1,8197731107,893099814.8,16843862436,1.91E+11,,0.00,0.00,0.85,0.00,0.04,0.00,0.09
265.130891,723.4705702,14.78228972,0.04276458,2.722678241,65.70064928,3733.981356,4.81E+03,,0.06,0.15,0.00,0.00,0.00,0.01,0.78
1271.534977,9965.806025,40.57380576,0.129448283,6.097413073,95.9575868,4.194392619,1.14E+04,,0.11,0.88,0.00,0.00,0.00,0.01,0.00
2.49E+11,2.49E+11,2.28E+12,1.45E+11,2.28E+12,2.49E+11,2.49E+11,5.70E+12,,0.04,0.04,0.40,0.03,0.40,0.04,0.04
200112.7859,1652505.93,6275.910742,6275.910739,200112.7858,1652505.929,6275.910731,3.72E+06,,0.05,0.44,0.00,0.00,0.05,0.44,0.00
2314862723,1314301205,142723701.1,142723701,2314862721,1314301205,142723700.6,7.69E+09,,0.30,0.17,0.02,0.02,0.30,0.17,0.02
606030732.2,4795927405,19277984.72,606030733.2,4795927405,552003052,19277984.72,1.14E+10,,0.05,0.42,0.00,0.05,0.42,0.05,0.00
