,,,,,,,,"* this is necessary because often, the values of some cells are extremely similar",,,,,,,,,,,,,,,,,,,,,,,,
P(Xi|Zj) from Matt,,,,,,,,"Rounded to 3 significant figures, in scientific notation",,,,,,,,,cells containing max value of each row are marked with 1,,,,,,,,,normalises each row to sum to 1,,,,,,
2.90024E+11,31596618560,18391176376,2.90024E+11,31596618560,31596618508,18391176376,,2.9E+11,31600000000,18400000000,2.9E+11,31600000000,31600000000,18400000000,2.9E+11,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
12358183.85,65454297.86,785273.5184,16671.38299,785273.5179,12358183.85,65454297.98,,12400000,65500000,785000,16700,785000,12400000,65500000,65500000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
8228012932,896398865.3,521759297.9,1.63538E+11,896398871.4,896398863.9,521759297.9,,8230000000,896000000,522000000,1.64E+11,896000000,896000000,522000000,1.64E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
572508806.5,3337213.918,36530334.49,116547.8315,3663846.023,28994469.45,3776391.251,,573000000,3340000,36500000,117000,3660000,29000000,3780000,573000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2635962.336,1914838.204,160508.2987,487.7143593,22972.8494,361533.5166,263382.5986,,2640000,1910000,161000,488,23000,362000,263000,2640000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
8967929960,8967929940,1.6361E+12,5219887090,82316306881,8967929949,1.69135E+11,,8970000000,8970000000,1.64E+12,5220000000,82300000000,8970000000,1.69E+11,1.64E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
1884.117922,29651.16631,39.99988635,12537.42098,392907.9119,3079462.309,39.99988635,,1880,29700,40,12500,393000,3080000,40,3080000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
178554004.9,945699397.4,11345820.18,240872.1407,11345820.17,178554004.9,945699399.9,,179000000,946000000,11300000,241000,11300000,179000000,946000000,946000000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
1.45426E+12,1.45426E+12,1.41078E+13,1.45426E+12,1.45426E+12,1.45426E+12,1.41078E+13,,1.45E+12,1.45E+12,1.41E+13,1.45E+12,1.45E+12,1.45E+12,1.41E+13,1.41E+13,,0,0,1,0,0,0,1,2,,0,0,0.5,0,0,0,0.5
1092409748,6367771.07,69703894.56,222386.0764,6991021.037,55324635.53,7205769.705,,1090000000,6370000,69700000,222000,6990000,55300000,7210000,1090000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5751113841,661943376.7,7608042729,23117506.79,726731542.2,5751113820,12484252084,,5750000000,662000000,7610000000,23100000,727000000,5750000000,12500000000,12500000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
2646330.086,15425.7358,168855.6091,538.7236484,16935.5403,134022.2822,17455.76255,,2650000,15400,169000,539,16900,134000,17500,2650000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.26577E+12,1.26577E+12,2.2909E+12,2.2909E+12,1.26577E+12,1.26577E+12,2.2909E+12,,1.27E+12,1.27E+12,2.29E+12,2.29E+12,1.27E+12,1.27E+12,2.29E+12,2.29E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
66856869702,7283705351,4239564726,1.32883E+12,7283705369,7283705343,4239564726,,66900000000,7280000000,4240000000,1.33E+12,7280000000,7280000000,4240000000,1.33E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
10434.36164,81780.54559,332.9532968,1.062267437,50.03607006,787.438948,34.41966619,,10400,81800,333,1.06,50,787,34.4,81800,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
78185967.85,455754.2116,4988848.251,15916.6198,500361.4689,3959695.694,515731.464,,78200000,456000,4990000,15900,500000,3960000,516000,78200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
256685373.6,27964525.45,16277074.6,5101827908,27964525.57,27964525.41,16277074.6,,257000000,28000000,16300000,5100000000,28000000,28000000,16300000,5100000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
2059969.973,12007.78115,131441.4578,419.3560528,13183.051,104326.3191,13588.0051,,2060000,12000,131000,419,13200,104000,13600,2060000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
9258287.629,53967.5302,590747.8453,1884.745412,59249.63935,468882.1111,61069.65693,,9260000,54000,591000,1880,59200,469000,61100,9260000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
920902754,100327529.4,58396793.76,920902762.1,100327529.4,100327525.8,58396793.76,,921000000,100000000,58400000,921000000,100000000,100000000,58400000,921000000,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
1.65532E+11,19052505824,20917283021,665383850.4,20917283000,1.65532E+11,19052505861,,1.66E+11,19100000000,20900000000,665000000,20900000000,1.66E+11,19100000000,1.66E+11,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
3.7334E+11,3.7334E+11,3.42687E+12,2.17307E+11,3.42687E+12,3.7334E+11,3.7334E+11,,3.73E+11,3.73E+11,3.43E+12,2.17E+11,3.43E+12,3.73E+11,3.73E+11,3.43E+12,,0,0,1,0,1,0,0,2,,0,0,0.5,0,0.5,0,0
3516.743408,27562.8931,112.2168611,0.358021135,16.86389885,265.3943596,11.60062669,,3520,27600,112,0.358,16.9,265,11.6,27600,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
3.28572E+11,3.28572E+11,3.28572E+11,3.18749E+12,3.28572E+11,3.28572E+11,3.28572E+11,,3.29E+11,3.29E+11,3.29E+11,3.19E+12,3.29E+11,3.29E+11,3.29E+11,3.19E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
61870826176,6740502055,3923386982,1.22973E+12,6740502068,6740502046,3923386982,,61900000000,6740000000,3920000000,1.23E+12,6740000000,6740000000,3920000000,1.23E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
4810025034,524027003.1,305015962.6,95603109871,524027003.7,524027002.1,305015962.6,,4810000000,524000000,305000000,95600000000,524000000,524000000,305000000,95600000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
455762.8194,3763631.386,14293.57331,14293.57327,455762.8183,3763631.378,14293.57326,,456000,3760000,14300,14300,456000,3760000,14300,3760000,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
1027577.011,5989.854237,65567.08212,209.1878255,6576.115342,52041.20865,6778.119027,,1030000,5990,65600,209,6580,52000,6780,1030000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1038663839,1038663836,1.89493E+11,604566269.3,9533858049,1038663838,19589199912,,1040000000,1040000000,1.89E+11,605000000,9530000000,1040000000,19600000000,1.89E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
25293373.72,147437.7304,1613906.008,5149.069893,161868.2991,1280972.351,166840.5344,,25300000,147000,1610000,5150,162000,1280000,167000,25300000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1475919438,160793682.7,93591818.12,29335083958,160793682.9,160793682.6,93591818.12,,1480000000,161000000,93600000,29300000000,161000000,161000000,93600000,29300000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
661235664.2,661235662.2,1.20635E+11,384879846.2,6069458397,661235663.4,12470904568,,661000000,661000000,1.21E+11,385000000,6070000000,661000000,12500000000,1.21E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
6976598.282,55210498.61,221927.2851,69560092.66,1090156063,6354634.102,221927.2851,,6980000,55200000,222000,69600000,1090000000,6350000,222000,1090000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
36065491.71,210229.536,2301247.528,7341.991603,230805.8966,1826521.768,237895.7421,,36100000,210000,2300000,7340,231000,1830000,238000,36100000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
79418.55583,622452.3404,2534.191443,8.085185133,380.8371374,5993.396253,261.9767531,,79400,622000,2530,8.09,381,5990,262,622000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
107703.0621,844135.5094,3436.730567,10.96468183,516.4703063,8127.913208,355.2784174,,108000,844000,3440,11,516,8130,355,844000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2.75829E+12,3.00501E+11,1.7491E+11,2.75829E+12,3.00501E+11,3.00501E+11,1.7491E+11,,2.76E+12,3.01E+11,1.75E+11,2.76E+12,3.01E+11,3.01E+11,1.75E+11,2.76E+12,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
438803497.6,249137869.5,27054588.86,27054588.87,438803497.8,249137869.5,27054588.83,,439000000,249000000,27100000,27100000,439000000,249000000,27100000,439000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
16540401.49,87605135.03,7692936.993,22313.25987,1051023.307,16540401.47,1739963321,,16500000,87600000,7690000,22300,1050000,16500000,1740000000,1740000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
8.17183E+12,8.17183E+12,7.92752E+13,8.17183E+12,8.17183E+12,8.17183E+12,7.92752E+13,,8.17E+12,8.17E+12,7.93E+13,8.17E+12,8.17E+12,8.17E+12,7.93E+13,7.93E+13,,0,0,1,0,0,0,1,2,,0,0,0.5,0,0,0,0.5
2075720.576,16426568.27,66029.17544,20695948.05,324349959.6,1890669.955,66029.17544,,2080000,16400000,66000,20700000,324000000,1890000,66000,324000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
112288729.2,112288727.9,20485874640,65358949.04,1030694192,112288728.1,2117765382,,112000000,112000000,20500000000,65400000,1030000000,112000000,2120000000,20500000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
55613549898,55613549853,1.00654E+11,1.00654E+11,55613549863,55613549853,1.00654E+11,,55600000000,55600000000,1.01E+11,1.01E+11,55600000000,55600000000,1.01E+11,1.01E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
5432213810,31664944.4,346615781.7,1105856.77,34764172.61,275112200.2,35832050.92,,5430000000,31700000,347000000,1110000,34800000,275000000,35800000,5430000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1632555401,9516336.762,104169218.3,332345.6156,10447754.77,82680086.58,10768686.63,,1630000000,9520000,104000000,332000,10400000,82700000,10800000,1630000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
83303.73704,652902.9084,2658.164901,8.48071498,399.4678122,6286.595118,274.7927395,,83300,653000,2660,8.48,399,6290,275,653000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2827377821,2827377812,5.15825E+11,1645707877,25952399406,2827377818,53324345462,,2830000000,2830000000,5.16E+11,1650000000,26000000000,2830000000,53300000000,5.16E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
394252562.2,2298139.576,25156255.78,80259.51855,2523071.55,19966756.39,2600574.718,,394000000,2300000,25200000,80300,2520000,20000000,2600000,394000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
34850373669,3796765452,2209951132,6.92679E+11,3796765456,3796765444,2209951132,,34900000000,3800000000,2210000000,6.93E+11,3800000000,3800000000,2210000000,6.93E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1774730.346,19542655.77,73545.99614,1155.172714,73545.9961,1774730.346,19542655.81,,1770000,19500000,73500,1160,73500,1770000,19500000,19500000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
494467733.1,2882304.313,31550731.58,100660.7084,3164411.825,25042111.87,3261615.543,,494000000,2880000,31600000,101000,3160000,25000000,3260000,494000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
134557.5273,1054610.562,4293.638063,13.69859358,645.2459749,10154.51076,443.8628187,,135000,1050000,4290,13.7,645,10200,444,1050000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
4170670267,4170670257,7.60894E+11,2427586743,38282432515,4170670262,78658840916,,4170000000,4170000000,7.61E+11,2430000000,38300000000,4170000000,78700000000,7.61E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
1527163839,1527163835,2.78615E+11,888903330.1,14017782001,1527163837,28802309885,,1530000000,1530000000,2.79E+11,889000000,14000000000,1530000000,28800000000,2.79E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
4905447.993,28594.37124,313004.1913,998.6210163,31393.06491,248434.3654,32357.39027,,4910000,28600,313000,999,31400,248000,32400,4910000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
48304542.67,281572.2495,3082190.319,9833.542534,309131.3262,2446363.394,318627.1552,,48300000,282000,3080000,9830,309000,2450000,319000,48300000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1757593347,10245196.07,112147572.5,357800.0738,11247951.69,89012581.16,11593463.83,,1760000000,10200000,112000000,358000,11200000,89000000,11600000,1760000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.31773E+12,1.31773E+12,2.38493E+12,2.38493E+12,1.31773E+12,1.31773E+12,2.38493E+12,,1.32E+12,1.32E+12,2.38E+12,2.38E+12,1.32E+12,1.32E+12,2.38E+12,2.38E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
2194413537,2194413531,4.00347E+11,1277283714,20142442990,2194413534,41386639108,,2190000000,2190000000,4E+11,1280000000,20100000000,2190000000,41400000000,4E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
3187922.216,18582.7333,203413.2288,648.9776528,20401.53096,161450.9896,21028.22075,,3190000,18600,203000,649,20400,161000,21000,3190000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
719669689.5,408604243.7,44371495.85,44371495.35,719669681.8,408604244,44371495.34,,720000000,409000000,44400000,44400000,720000000,409000000,44400000,720000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
12430003.82,98366952.02,395401.4391,123933209.6,1942299595,11321868.21,395401.4391,,12400000,98400000,395000,124000000,1940000000,11300000,395000,1940000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
1417256997,8261339.766,90431573.39,288516.487,9069924.083,71776388.81,9348532.044,,1420000000,8260000,90400000,289000,9070000,71800000,9350000,1420000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2.4088E+11,2.4088E+11,2.21103E+12,1.40207E+11,2.21103E+12,2.4088E+11,2.4088E+11,,2.41E+11,2.41E+11,2.21E+12,1.4E+11,2.21E+12,2.41E+11,2.41E+11,2.21E+12,,0,0,1,0,1,0,0,2,,0,0,0.5,0,0.5,0,0
26518988097,15056589630,1635037833,1635037832,26518988077,15056589631,1635037830,,26500000000,15100000000,1640000000,1640000000,26500000000,15100000000,1640000000,26500000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
512884347.4,2989656.691,32725849.02,104409.8498,3282271.391,25974813.62,3383095.491,,513000000,2990000,32700000,104000,3280000,26000000,3380000,513000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
221733525,1292507.987,14148253.69,45139.15107,1419013.096,11229601.79,1462602.032,,222000000,1290000,14100000,45100,1420000,11200000,1460000,222000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
257826.3475,2020744.545,8227.061257,26.24794332,1236.359023,19457.10859,850.4877556,,258000,2020000,8230,26.2,1240,19500,850,2020000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
120609686.5,703046.5198,7695798.107,24552.98024,771857.6817,6108227.209,795567.4387,,121000000,703000,7700000,24600,772000,6110000,796000,121000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
934930678.7,5449809.052,59655554.69,190327.4534,5983212.852,47349173.83,6167003.888,,935000000,5450000,59700000,190000,5980000,47300000,6170000,935000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
527212.8599,8296973.35,11192.74661,527212.8612,8296973.35,43944366.88,11192.74661,,527000,8300000,11200,527000,8300000,43900000,11200,43900000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
2.5326E+11,27591317214,16059844494,5.03374E+12,27591317248,27591317167,16059844494,,2.53E+11,27600000000,16100000000,5.03E+12,27600000000,27600000000,16100000000,5.03E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
664535052.9,3873644.562,42402295.8,135281.9703,4252780.189,33655100.27,4383416.17,,665000000,3870000,42400000,135000,4250000,33700000,4380000,665000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1359435.691,10758125.85,43243.97935,13554237.86,212424021,1238241.917,43243.97935,,1360000,10800000,43200,13600000,212000000,1240000,43200,212000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
6983775.445,40709.16003,445616.9933,1421.714172,44693.59702,353690.3913,46066.48525,,6980000,40700,446000,1420,44700,354000,46100,6980000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
625096.003,4899263.981,19946.38313,63.63773373,2997.533383,47173.45969,2061.994446,,625000,4900000,19900,63.6,3000,47200,2060,4900000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
91346300474,9951700414,5792502029,1.81558E+12,9951700432,9951700393,5792502029,,91300000000,9950000000,5790000000,1.82E+12,9950000000,9950000000,5790000000,1.82E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1617497185,186171161.9,2139757271,6501784.362,204392792.8,1617497174,3511188113,,1620000000,186000000,2140000000,6500000,204000000,1620000000,3510000000,3510000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
7445113.717,4227085.198,459031.1875,459031.1874,7445113.715,4227085.198,459031.1869,,7450000,4230000,459000,459000,7450000,4230000,459000,7450000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
254037.6961,1991050.54,8106.167998,25.86224065,1218.191239,19171.19444,837.99019,,254000,1990000,8110,25.9,1220,19200,838,1990000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1888724693,11009574.47,120514731,384494.989,12087144.12,95653673.44,12458434.39,,1890000000,11000000,121000000,384000,12100000,95700000,12500000,1890000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
484991971,2827069.094,30946107.24,98731.69086,3103770.429,24562215.85,3199111.376,,485000000,2830000,30900000,98700,3100000,24600000,3200000,485000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
16475.01291,129124.8656,525.7063204,1.677234346,79.00290673,1243.302396,54.34586844,,16500,129000,526,1.68,79,1240,54.3,129000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2197180432,2197180425,4.00852E+11,1278894216,20167840217,2197180429,41438822751,,2200000000,2200000000,4.01E+11,1280000000,20200000000,2200000000,41400000000,4.01E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
68634340425,7477351454,4352278681,1.36416E+12,7477351463,7477351447,4352278681,,68600000000,7480000000,4350000000,1.36E+12,7480000000,7480000000,4350000000,1.36E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1152463957,132646632.7,1524573374,4632510.169,145629513.2,1152463953,2501715493,,1150000000,133000000,1520000000,4630000,146000000,1150000000,2500000000,2500000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
32802.64388,257094.6077,1046.709784,3.33946451,157.2990703,2475.482472,108.2055703,,32800,257000,1050,3.34,157,2480,108,257000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
253614870.6,1478347.698,16182521.47,51629.35987,1623041.994,12844219.22,1672898.247,,254000000,1480000,16200000,51600,1620000,12800000,1670000,254000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
6.45336E+11,6.45336E+11,1.16798E+12,1.16798E+12,6.45336E+11,6.45336E+11,1.16798E+12,,6.45E+11,6.45E+11,1.17E+12,1.17E+12,6.45E+11,6.45E+11,1.17E+12,1.17E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
993017660.9,5788404.167,63361937.66,202152.445,6354948.199,50290964.8,6550158.119,,993000000,5790000,63400000,202000,6350000,50300000,6550000,993000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
6279321989,49692483912,199746756.9,6279321997,49692483912,5719520019,199746756.9,,6280000000,49700000000,200000000,6280000000,49700000000,5720000000,200000000,49700000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
1206081057,7030373.065,76956972.45,245526.5845,7718475.657,61081471.55,7955570.118,,1210000000,7030000,77000000,246000,7720000,61100000,7960000,1210000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
34005909.32,269111554.5,1081736.231,339055526.4,5313728371,30974280.32,1081736.231,,34000000,269000000,1080000,339000000,5310000000,31000000,1080000,5310000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
190425642.4,1110011.058,12150577.13,38765.68437,1218654.15,9644027.15,1256088.503,,190000000,1110000,12200000,38800,1220000,9640000,1260000,190000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
9220.713419,72268.43384,294.2266175,0.938712299,44.21624228,695.8498392,30.41622381,,9220,72300,294,0.939,44.2,696,30.4,72300,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
206018983.5,1200906.275,13145548.67,41940.08109,1318445.804,10433745.39,1358945.536,,206000000,1200000,13100000,41900,1320000,10400000,1360000,206000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
3.8149E+13,3.8149E+13,3.8149E+13,3.70085E+14,3.8149E+13,3.8149E+13,3.8149E+13,,3.81E+13,3.81E+13,3.81E+13,3.7E+14,3.81E+13,3.81E+13,3.81E+13,3.7E+14,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
170444195.1,993537.105,10875611.67,34697.98387,1090780.228,8632075.094,1124286.578,,170000000,994000,10900000,34700,1090000,8630000,1120000,170000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2380202526,2380202515,4.34242E+11,1385424331,21847793343,2380202517,44890619191,,2380000000,2380000000,4.34E+11,1390000000,21800000000,2380000000,44900000000,4.34E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
13.67057745,219.3082478,0.287483748,0.287483749,13.67057746,219.308248,0.287483748,,13.7,219,0.287,0.287,13.7,219,0.287,219,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
103667.2191,812504.1117,3307.949595,10.5538139,497.1171604,7823.344507,341.965441,,104000,813000,3310,10.6,497,7820,342,813000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
374755895.8,1984869649,23813036.37,505551.5553,23813036.31,374755895.8,1984869665,,375000000,1980000000,23800000,506000,23800000,375000000,1980000000,1980000000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
7358242426,7358242385,1.34243E+12,4282949868,67541042469,7358242403,1.38776E+11,,7360000000,7360000000,1.34E+12,4280000000,67500000000,7360000000,1.39E+11,1.34E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
453471692.9,2643334.095,28934878.27,92314.986,2902052.231,22965884.54,2991196.842,,453000000,2640000,28900000,92300,2900000,23000000,2990000,453000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
816332347,4758486.931,52088096.03,166183.9325,5224227.103,41342810.86,5384703.778,,816000000,4760000,52100000,166000,5220000,41300000,5380000,816000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4894.21534,38358.99257,156.1710422,0.498254302,23.46931318,369.3465786,16.14447189,,4890,38400,156,0.498,23.5,369,16.1,38400,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
57594256269,6274592187,3652198771,1.14473E+12,6274592198,6274592181,3652198771,,57600000000,6270000000,3650000000,1.14E+12,6270000000,6270000000,3650000000,1.14E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1.35172E+12,1.35172E+12,2.44646E+12,2.44646E+12,1.35172E+12,1.35172E+12,2.44646E+12,,1.35E+12,1.35E+12,2.45E+12,2.45E+12,1.35E+12,1.35E+12,2.45E+12,2.45E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
76238.7144,597529.9565,2432.724892,7.761462214,365.5887902,5753.426519,251.4874594,,76200,598000,2430,7.76,366,5750,251,598000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1.5563E+13,1.5563E+13,1.5563E+13,1.50977E+14,1.5563E+13,1.5563E+13,1.5563E+13,,1.56E+13,1.56E+13,1.56E+13,1.51E+14,1.56E+13,1.56E+13,1.56E+13,1.51E+14,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
2379177.244,13868.47386,151809.264,484.3383111,15225.86025,120492.4381,15693.56493,,2380000,13900,152000,484,15200,120000,15700,2380000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
63852038.15,372200.2331,4074236.562,12998.6063,408629.585,3233759.81,421181.7803,,63900000,372000,4070000,13000,409000,3230000,421000,63900000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
619060266.3,3608567.272,39500665.04,126024.4922,3961758.263,31352048.69,4083454.696,,619000000,3610000,39500000,126000,3960000,31400000,4080000,619000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
20192277857,11464496319,1244962218,1244962218,20192277854,11464496319,1244962216,,20200000000,11500000000,1240000000,1240000000,20200000000,11500000000,1240000000,20200000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
287543725.3,2275526238,9146835.709,287543725.5,2275526238,261909183.9,9146835.709,,288000000,2280000000,9150000,288000000,2280000000,262000000,9150000,2280000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
62972116.43,498340567.4,2003158.312,62972116.49,498340567.4,57358148.07,2003158.312,,63000000,498000000,2000000,63000000,498000000,57400000,2000000,498000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
1119.217147,8771.996992,35.71344868,0.113941607,5.367000845,84.46277844,3.691944171,,1120,8770,35.7,0.114,5.37,84.5,3.69,8770,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
11756278.78,185013566.9,249586.1907,11756278.8,185013566.9,979912037.5,249586.1907,,11800000,185000000,250000,11800000,185000000,980000000,250000,980000000,,0,0,0,0,0,1,0,1,,0,0,0,0,0,1,0
7466972.068,59091155.07,237526.1943,74449358.83,1166781366,6801291.024,237526.1943,,7470000,59100000,238000,74400000,1170000000,6800000,238000,1170000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
1186347323,6915343.06,75697812.95,241509.312,7592187.009,60082064.83,7825402.163,,1190000000,6920000,75700000,242000,7590000,60100000,7830000,1190000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
12610.287,98834.6184,402.3855772,1.283786943,60.4703215,951.6472075,41.5973574,,12600,98800,402,1.28,60.5,952,41.6,98800,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
17189.02495,12486.59785,1046.669413,3.180369528,149.8052063,2357.548343,1717.509387,,17200,12500,1050,3.18,150,2360,1720,17200,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2833446962,2833446956,5.16932E+11,1649240492,26008107854,2833446958,53438809495,,2830000000,2830000000,5.17E+11,1650000000,26000000000,2830000000,53400000000,5.17E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
8373.518963,65628.44692,267.1932256,0.85246389,40.15367642,631.9155098,27.62159654,,8370,65600,267,0.852,40.2,632,27.6,65600,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
