,,,,,,,,"* this is necessary because often, the values of some cells are extremely similar",,,,,,,,,,,,,,,,,,,,,,,,
P(Xi|Zj) from Matt,,,,,,,,"Rounded to 3 significant figures, in scientific notation",,,,,,,,,cells containing max value of each row are marked with 1,,,,,,,,,normalises each row to sum to 1,,,,,,
13630773.06,79455.20673,869745.048,2774.869179,87231.93969,690324.8101,89911.51152,,13600000,79500,870000,2770,87200,690000,89900,13600000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1023331.452,11268536.85,240679.3868,666.0868639,42407.53033,1023331.452,166779762.9,,1020000,11300000,241000,666,42400,1020000,167000000,167000000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
1809359879,10546948.62,115450663.6,368338.3869,11579238.47,91634275.57,11934927.01,,1810000000,10500000,115000000,368000,11600000,91600000,11900000,1810000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
176845313.1,1030849.891,11284050.77,36001.0842,1131745.031,8956257.038,1166509.73,,177000000,1030000,11300000,36000,1130000,8960000,1170000,177000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
9205478.633,53659.70143,587378.2373,1873.994881,58911.68119,466207.6217,60721.31748,,9210000,53700,587000,1870,58900,466000,60700,9210000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
8765.756039,68702.65148,279.7092407,0.892395482,42.03457746,661.5160506,28.91546288,,8770,68700,280,0.892,42,662,28.9,68700,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
12162950.78,70899.11649,776087.032,2476.058921,77838.41635,615987.5635,80229.43995,,12200000,70900,776000,2480,77800,616000,80200,12200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
19611453540,2136565026,1243612317,3.89793E+11,2136565028,2136565015,1243612317,,19600000000,2140000000,1240000000,3.9E+11,2140000000,2140000000,1240000000,3.9E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
47314938.16,275803.741,3019046.166,9632.084916,302798.2208,2396245.286,312099.5111,,47300000,276000,3020000,9630,303000,2400000,312000,47300000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2165.136734,16969.51567,69.08802267,0.220421174,10.38251662,163.3940866,7.142102812,,2170,17000,69.1,0.22,10.4,163,7.14,17000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
893099816.2,893099812.8,1.62936E+11,519839050.1,8197731107,893099814.8,16843862436,,893000000,893000000,1.63E+11,520000000,8200000000,893000000,16800000000,1.63E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
265.130891,723.4705702,14.78228972,0.04276458,2.722678241,65.70064928,3733.981356,,265,723,14.8,0.0428,2.72,65.7,3730,3730,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
1271.534977,9965.806025,40.57380576,0.129448283,6.097413073,95.9575868,4.194392619,,1270,9970,40.6,0.129,6.1,96,4.19,9970,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2.48559E+11,2.48559E+11,2.28152E+12,1.44677E+11,2.28152E+12,2.48559E+11,2.48559E+11,,2.49E+11,2.49E+11,2.28E+12,1.45E+11,2.28E+12,2.49E+11,2.49E+11,2.28E+12,,0,0,1,0,1,0,0,2,,0,0,0.5,0,0.5,0,0
200112.7859,1652505.93,6275.910742,6275.910739,200112.7858,1652505.929,6275.910731,,200000,1650000,6280,6280,200000,1650000,6280,1650000,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
2314862723,1314301205,142723701.1,142723701,2314862721,1314301205,142723700.6,,2310000000,1310000000,143000000,143000000,2310000000,1310000000,143000000,2310000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
606030732.2,4795927405,19277984.72,606030733.2,4795927405,552003052,19277984.72,,606000000,4800000000,19300000,606000000,4800000000,552000000,19300000,4800000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
24623.92006,192992.8908,785.7323375,2.506831688,118.0794983,1858.267362,81.22654145,,24600,193000,786,2.51,118,1860,81.2,193000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
6.01821E+11,69268540434,76048246691,2419113187,76048246619,6.01821E+11,69268540557,,6.02E+11,69300000000,76000000000,2420000000,76000000000,6.02E+11,69300000000,6.02E+11,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
33109228.65,192997.1683,2112615.882,6740.1737,211886.8991,1676803.06,218395.5949,,33100000,193000,2110000,6740,212000,1680000,218000,33100000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
349806948.9,2039061.415,22320293.95,71211.5532,2238635.955,17715826.86,2307401.889,,350000000,2040000,22300000,71200,2240000,17700000,2310000,350000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
465540514,2713684.674,29704959.12,94771.88317,2979288.27,23577105.1,3070805.382,,466000000,2710000,29700000,94800,2980000,23600000,3070000,466000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
922698548.6,100523171.8,58510669.68,18339374402,100523175.3,100523171.5,58510669.68,,923000000,101000000,58500000,18300000000,101000000,101000000,58500000,18300000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
2.63996E+11,28760986171,16740663821,5.24713E+12,28760986202,28760986143,16740663821,,2.64E+11,28800000000,16700000000,5.25E+12,28800000000,28800000000,16700000000,5.25E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
10022852.78,58424.26437,639532.8079,2040.390906,64142.57575,507603.1967,66112.89326,,10000000,58400,640000,2040,64100,508000,66100,10000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5314973286,30981537.05,339134961.3,1081989.663,34013876.32,269174602.7,35058707.2,,5310000000,31000000,339000000,1080000,34000000,269000000,35100000,5310000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
6324594981,6324594966,1.15385E+12,3681303471,58053230073,6324594973,1.19282E+11,,6320000000,6320000000,1.15E+12,3680000000,58100000000,6320000000,1.19E+11,1.15E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
71.43268949,1124.166662,1.516518381,499.090873,8196.365886,5954.073936,1.516518381,,71.4,1120,1.52,499,8200,5950,1.52,8200,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
105103.188,823758.6881,3353.770374,10.70000235,504.0030866,7931.711261,346.702249,,105000,824000,3350,10.7,504,7930,347,824000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2.16854E+11,24959547678,27402480696,871679562.2,27402480654,2.16854E+11,24959547750,,2.17E+11,25000000000,27400000000,872000000,27400000000,2.17E+11,25000000000,2.17E+11,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
3069.409036,24056.85697,97.94272932,0.312480378,14.71878885,231.6358498,10.12501177,,3070,24100,97.9,0.312,14.7,232,10.1,24100,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1.52773E+11,1.52773E+11,2.765E+11,2.765E+11,1.52773E+11,1.52773E+11,2.765E+11,,1.53E+11,1.53E+11,2.76E+11,2.77E+11,1.53E+11,1.53E+11,2.76E+11,2.77E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
174088696.5,1014781.282,11108158.06,35439.9091,1114103.698,8816649.341,1148326.494,,174000000,1010000,11100000,35400,1110000,8820000,1150000,174000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
40870796.26,238240.165,2607861.82,8320.226037,261558.0804,2069884.412,269592.565,,40900000,238000,2610000,8320,262000,2070000,270000,40900000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
3227671154,1832563139,199003236.1,199003236.2,3227671155,1832563139,199003235.9,,3230000000,1830000000,199000000,199000000,3230000000,1830000000,199000000,3230000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
41589554196,4530963825,2637299768,8.26626E+11,4530963830,4530963820,2637299768,,41600000000,4530000000,2640000000,8.27E+11,4530000000,4530000000,2640000000,8.27E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
3143014845,18320963.36,200547803.4,639835.6852,20114140.27,159176674.4,20732002.07,,3140000000,18300000,201000000,640000,20100000,159000000,20700000,3140000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
15227811.96,8645839.541,938876.2717,938876.2727,15227811.98,8645839.541,938876.2707,,15200000,8650000,939000,939000,15200000,8650000,939000,15200000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
59793627.67,348543.3313,3815279.685,12172.41999,382657.2491,3028223.306,394411.6315,,59800000,349000,3820000,12200,383000,3030000,394000,59800000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
345202.3067,2705563.976,11015.16796,35.14322981,1655.354431,26051.01781,1138.713471,,345000,2710000,11000,35.1,1660,26100,1140,2710000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
53497.31648,419291.556,1707.06254,5.44628024,256.5365841,4037.2255,176.4707645,,53500,419000,1710,5.45,257,4040,176,419000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
6.073856225,47.60456776,0.193812571,0.000618347,0.029126065,0.458369291,0.020035735,,6.07,47.6,0.194,0.000618,0.0291,0.458,0.02,47.6,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
10335806546,60248501.03,659501593.8,2104100.104,66145364.54,523452606.7,68177203.51,,10300000000,60200000,660000000,2100000,66100000,523000000,68200000,10300000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4822815.466,4822815.444,879870983.3,2807175.367,44268449.68,4822815.45,90958298.89,,4820000,4820000,880000000,2810000,44300000,4820000,91000000,880000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
99412151783,11442168869,12562079052,399602784,12562079041,99412151783,11442168888,,99400000000,11400000000,12600000000,400000000,12600000000,99400000000,11400000000,99400000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
1.22893E+13,1.33886E+12,7.79296E+11,1.22893E+13,1.33886E+12,1.33886E+12,7.79296E+11,,1.23E+13,1.34E+12,7.79E+11,1.23E+13,1.34E+12,1.34E+12,7.79E+11,1.23E+13,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
216366903.8,1261225.389,13805823.21,44046.64725,1384668.692,10957811.5,1427202.645,,216000000,1260000,13800000,44000,1380000,11000000,1430000,216000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
9091.837241,71258.35153,290.1142674,0.925592098,43.59824038,686.1240801,29.99110187,,9090,71300,290,0.926,43.6,686,30,71300,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
1187485881,6921979.831,75770461.45,241741.0926,7599473.362,60139726.62,7832912.337,,1190000000,6920000,75800000,242000,7600000,60100000,7830000,1190000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
4.284979186,36.31216438,0.133176938,0.000403566,0.025693732,0.620012633,2.114239939,,4.28,36.3,0.133,0.000404,0.0257,0.62,2.11,36.3,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2.58492E+12,2.58492E+12,4.67839E+12,4.67839E+12,2.58492E+12,2.58492E+12,4.67839E+12,,2.58E+12,2.58E+12,4.68E+12,4.68E+12,2.58E+12,2.58E+12,4.68E+12,4.68E+12,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
5850119640,5850119619,1.06729E+12,3405129616,53698037833,5850119626,1.10333E+11,,5850000000,5850000000,1.07E+12,3410000000,53700000000,5850000000,1.1E+11,1.07E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
1623164.574,12845189.28,51633.25916,16183743.65,253634024.8,1478459.347,51633.25916,,1620000,12800000,51600,16200000,254000000,1480000,51600,254000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
1517880512,861801510.6,93585473.74,93585473.84,1517880514,861801510.5,93585473.62,,1520000000,862000000,93600000,93600000,1520000000,862000000,93600000,1520000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
18181948315,18181948296,1.66891E+11,10583012796,1.66891E+11,18181948315,18181948351,,18200000000,18200000000,1.67E+11,10600000000,1.67E+11,18200000000,18200000000,1.67E+11,,0,0,1,0,1,0,0,2,,0,0,0.5,0,0.5,0,0
15967900015,15967899981,2.91317E+12,9294300417,1.46569E+11,15967899997,3.01155E+11,,16000000000,16000000000,2.91E+12,9290000000,1.47E+11,16000000000,3.01E+11,2.91E+12,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
4118459335,474027635.2,520423417.6,16554795.23,520423416.7,4118459335,474027636.8,,4120000000,474000000,520000000,16600000,520000000,4120000000,474000000,4120000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
14948.90333,117163.8009,477.009214,1.521869163,71.68472779,1128.133096,49.31171451,,14900,117000,477,1.52,71.7,1130,49.3,117000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
114118.8917,894420.3343,3641.455274,11.61784368,547.2362421,8612.089844,376.4422102,,114000,894000,3640,11.6,547,8610,376,894000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2479139610,14451164.96,158187608.9,504688.0366,15865582.67,125554990.4,16352938.2,,2480000000,14500000,158000000,505000,15900000,126000000,16400000,2480000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1.52445E+13,1.52445E+13,1.52445E+13,1.47887E+14,1.52445E+13,1.52445E+13,1.52445E+13,,1.52E+13,1.52E+13,1.52E+13,1.48E+14,1.52E+13,1.52E+13,1.52E+13,1.48E+14,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
4721809386,514416371.6,299421983.2,93849752997,514416373.1,514416370.8,299421983.2,,4720000000,514000000,299000000,93800000000,514000000,514000000,299000000,93800000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
8475.189604,66425.30261,270.4374658,0.862814443,40.64121935,639.5881806,27.95697637,,8480,66400,270,0.863,40.6,640,28,66400,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
0.072253719,1.743546556,0.001134875,0.001134875,0.072253719,1.743546556,0.001134875,,0.0723,1.74,0.00113,0.00113,0.0723,1.74,0.00113,1.74,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
134081746.8,781576.5791,8555416.098,27295.53965,858073.9181,6790514.08,884432.0475,,134000000,782000,8560000,27300,858000,6790000,884000,134000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2.50178E+11,2.50178E+11,4.52793E+11,4.52793E+11,2.50178E+11,2.50178E+11,4.52793E+11,,2.5E+11,2.5E+11,4.53E+11,4.53E+11,2.5E+11,2.5E+11,4.53E+11,4.53E+11,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
8856788100,964900618.4,561631535.9,1.76036E+11,964900621.4,964900617.4,561631535.9,,8860000000,965000000,562000000,1.76E+11,965000000,965000000,562000000,1.76E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
711146.761,5627780.999,22621.75111,7444888.009,5627781.123,647747.9803,22621.75111,,711000,5630000,22600,7440000,5630000,648000,22600,7440000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
0.074739185,1.80352306,0.001173914,0.001173914,0.074739185,1.80352306,0.001173914,,0.0747,1.8,0.00117,0.00117,0.0747,1.8,0.00117,1.8,,0,1,0,0,0,1,0,2,,0,0.5,0,0,0,0.5,0
6575611.443,52037220.97,209171.7964,65562058.01,1027498273,5989395.257,209171.7964,,6580000,52000000,209000,65600000,1030000000,5990000,209000,1030000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
1021913774,8087088677,32507325.23,10698260918,8087088730,930810092.5,32507325.23,,1020000000,8090000000,32500000,10700000000,8090000000,931000000,32500000,10700000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
366473959.1,2136215.174,23383773.59,74604.52094,2345298.698,18559920.64,2417341.074,,366000000,2140000,23400000,74600,2350000,18600000,2420000,366000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
20077510913,2187339523,1273166205,3.99057E+11,2187339525,2187339520,1273166205,,20100000000,2190000000,1270000000,3.99E+11,2190000000,2190000000,1270000000,3.99E+11,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
15960893361,15960893359,28887312390,28887312373,15960893361,15960893359,28887312343,,16000000000,16000000000,28900000000,28900000000,16000000000,16000000000,28900000000,28900000000,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
195313427.3,1138502.466,12462454.29,39760.70962,1249934.177,9891566.971,1288329.384,,195000000,1140000,12500000,39800,1250000,9890000,1290000,195000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
83286191.51,485483.9509,5314280.584,16954.89205,533001.0265,4217994.392,549373.6365,,83300000,485000,5310000,17000,533000,4220000,549000,83300000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
19652151.99,114554.4571,1253953.961,4000.664573,125766.5527,995275.0322,129629.8224,,19700000,115000,1250000,4000,126000,995000,130000,19700000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
6.33816E+12,6.33816E+12,1.14713E+13,1.14713E+13,6.33816E+12,6.33816E+12,1.14713E+13,,6.34E+12,6.34E+12,1.15E+13,1.15E+13,6.34E+12,6.34E+12,1.15E+13,1.15E+13,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
87235286.13,508503.6374,5566262.292,17758.82451,558273.7811,4417994.64,575422.7141,,87200000,509000,5570000,17800,558000,4420000,575000,87200000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
15084.58775,118227.2436,481.3388105,1.535682478,72.33537749,1138.372648,49.75929458,,15100,118000,481,1.54,72.3,1140,49.8,118000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
791.3222829,6202.082144,25.25054929,0.080560356,3.794641061,59.71788275,2.610322485,,791,6200,25.3,0.0806,3.79,59.7,2.61,6200,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
598501.7744,4690828.564,19097.7796,60.93031531,2870.005631,45166.50113,1974.268478,,599000,4690000,19100,60.9,2870,45200,1970,4690000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
263158445,1533978.193,16791472.74,53572.18222,1684117.364,13327549.56,1735849.716,,263000000,1530000,16800000,53600,1680000,13300000,1740000,263000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
3753503702,21879566.99,239501548.6,764115.2623,24021044.66,190094627.7,24758917.9,,3750000000,21900000,240000000,764000,24000000,190000000,24800000,3750000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
552649299.2,552649297.7,1.00825E+11,321675899.8,5072748054,552649298.2,10422965730,,553000000,553000000,1.01E+11,322000000,5070000000,553000000,10400000000,1.01E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
96585793.81,511560225.6,6137331.105,130295.744,6137331.101,96585793.81,511560226.6,,96600000,512000000,6140000,130000,6140000,96600000,512000000,512000000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
417396077.3,2433045.537,26632984.76,84970.93342,2671181.544,21138850.05,2753234.32,,417000000,2430000,26600000,85000,2670000,21100000,2750000,417000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
1893180982,217901897.1,239229197.5,7609938.8,239229195.9,1893180982,217901899.9,,1890000000,218000000,239000000,7610000,239000000,1890000000,218000000,1890000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
337291105.9,1966105.252,21521689.76,68663.65464,2158539.158,17081967.22,2224844.696,,337000000,1970000,21500000,68700,2160000,17100000,2220000,337000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
52524200278,52524200272,95062534962,95062534830,52524200284,52524200272,95062534713,,52500000000,52500000000,95100000000,95100000000,52500000000,52500000000,95100000000,95100000000,,0,0,1,1,0,0,1,3,,0,0,0.333333333,0.333333333,0,0,0.333333333
231571446.5,1349854.268,14775986.51,47141.8948,1481972.179,11727839.22,1527495.08,,232000000,1350000,14800000,47100,1480000,11700000,1530000,232000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
2.75552E+11,30019907121,17473433280,5.47681E+12,30019907158,30019907090,17473433280,,2.76E+11,30000000000,17500000000,5.48E+12,30000000000,30000000000,17500000000,5.48E+12,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
121549070.5,708522.2916,7755737.819,24744.21429,777869.3948,6155801.925,801763.8177,,122000000,709000,7760000,24700,778000,6160000,802000,122000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5931036.384,682652.1549,7846058.963,23840.73378,749467.2063,5931036.369,12874819.64,,5930000,683000,7850000,23800,749000,5930000,12900000,12900000,,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,1
75052.39492,588232.037,2394.870255,7.640689273,359.9000125,5663.8998,247.574167,,75100,588000,2390,7.64,360,5660,248,588000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
73548740.04,41758501.19,4534674.253,4534674.278,73548740.43,41758501.17,4534674.24,,73500000,41800000,4530000,4530000,73500000,41800000,4530000,73500000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
1049630.017,5559295.494,66696.42297,1415.967283,66696.42288,1049630.017,5559295.516,,1050000,5560000,66700,1420,66700,1050000,5560000,5560000,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
110587840,110587836,20175565295,64368925.63,1015081772,110587839.9,2085686585,,111000000,111000000,20200000000,64400000,1020000000,111000000,2090000000,20200000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
16427441165,1890770417,2075830881,66032684.2,2075830878,16427441165,1890770422,,16400000000,1890000000,2080000000,66000000,2080000000,16400000000,1890000000,16400000000,,1,0,0,0,0,1,0,2,,0.5,0,0,0,0,0.5,0
1668484.935,13076948.36,53240.20568,169.8596688,8000.91389,125913.79,5503.805261,,1670000,13100000,53200,170,8000,126000,5500,13100000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
377.702715,3200.763056,11.73898141,0.035572671,2.264793383,54.65148012,186.3612705,,378,3200,11.7,0.0356,2.26,54.7,186,3200,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
177247642.3,100635250.6,10928267.7,10928267.75,177247643,100635250.5,10928267.67,,177000000,101000000,10900000,10900000,177000000,101000000,10900000,177000000,,1,0,0,0,1,0,0,2,,0.5,0,0,0,0.5,0,0
332933624.1,332933621.3,60740170689,193787855.4,3055985752,332933623.7,6279128088,,333000000,333000000,60700000000,194000000,3060000000,333000000,6280000000,60700000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
572560602.6,572560601.3,1.04458E+11,333265504,5255513199,572560602,10798492925,,573000000,573000000,1.04E+11,333000000,5260000000,573000000,10800000000,1.04E+11,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
5543571487,32314059.95,353721232.6,1128526.283,35476820.82,280751863.2,36566590.11,,5540000000,32300000,354000000,1130000,35500000,281000000,36600000,5540000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
313919309.8,2484253918,9985849.455,3286373831,2484253936,285933382.4,9985849.455,,314000000,2480000000,9990000,3290000000,2480000000,286000000,9990000,3290000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
339906962.5,1981353.355,21688600.94,69196.17469,2175279.679,17214446.19,2242099.449,,340000000,1980000,21700000,69200,2180000,17200000,2240000,340000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
91045619.18,91045618.97,16610297329,52994152.97,835704467,91045619.06,1717120371,,91000000,91000000,16600000000,53000000,836000000,91000000,1720000000,16600000000,,0,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
1549808.131,1125824.818,94370.49345,286.7505613,13506.83517,212562.8185,154855.2069,,1550000,1130000,94400,287,13500,213000,155000,1550000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
24790689.01,196185339.2,788597.8358,24790689.05,196185339.2,22580597.43,788597.8358,,24800000,196000000,789000,24800000,196000000,22600000,789000,196000000,,0,1,0,0,1,0,0,2,,0,0.5,0,0,0.5,0,0
249649855.9,1455235.209,15929523.95,50822.1865,1597667.357,12643412.71,1646744.157,,250000000,1460000,15900000,50800,1600000,12600000,1650000,250000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
364063804.4,2122166.122,23229987.73,74113.87639,2329874.592,18437859.35,2401443.174,,364000000,2120000,23200000,74100,2330000,18400000,2400000,364000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
3678177209,400718124.7,233242603.5,73106725194,400718131.9,400718124.4,233242603.5,,3680000000,401000000,233000000,73100000000,401000000,401000000,233000000,73100000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
1.13955E+11,12414750582,7226148815,1.13955E+11,12414750582,12414750570,7226148815,,1.14E+11,12400000000,7230000000,1.14E+11,12400000000,12400000000,7230000000,1.14E+11,,1,0,0,1,0,0,0,2,,0.5,0,0,0.5,0,0,0
147102049,1164117116,4679351.89,1539989128,1164117120,133987891.5,4679351.89,,147000000,1160000000,4680000,1540000000,1160000000,134000000,4680000,1540000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
8419.679284,92714.30692,348.9170631,5.480372717,348.917063,8419.679284,92714.30704,,8420,92700,349,5.48,349,8420,92700,92700,,0,1,0,0,0,0,1,2,,0,0.5,0,0,0,0,0.5
4681496.051,27288.93469,298714.3861,953.0302642,29959.85511,237092.4156,30880.15509,,4680000,27300,299000,953,30000,237000,30900,4680000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
5294915.752,41902217.52,168432.5555,52792896.4,827378082.7,4822873.686,168432.5555,,5290000,41900000,168000,52800000,827000000,4820000,168000,827000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
16838554.61,133254769.4,535638.5099,167888614.3,2631175202,15337396.39,535638.5099,,16800000,133000000,536000,168000000,2630000000,15300000,536000,2630000000,,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,0
197649895.5,21532919.72,12533484.27,3928450380,21532919.75,21532919.59,12533484.27,,198000000,21500000,12500000,3930000000,21500000,21500000,12500000,3930000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
435149.0462,3410532.204,13885.3065,44.3002339,2086.677545,32838.93337,1435.419379,,435000,3410000,13900,44.3,2090,32800,1440,3410000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
14402.07355,112877.9577,459.5602523,1.4661993,69.06250569,1086.86607,47.50789564,,14400,113000,460,1.47,69.1,1090,47.5,113000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
2723237519,296682446.7,172687440.8,54126532374,296682447,296682446.1,172687440.8,,2720000000,297000000,173000000,54100000000,297000000,297000000,173000000,54100000000,,0,0,0,1,0,0,0,1,,0,0,0,1,0,0,0
279626015.2,1629969.39,17842226.62,56924.54915,1789503.763,14161542.78,1844473.352,,280000000,1630000,17800000,56900,1790000,14200000,1840000,280000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
35430.13554,277687.8849,1130.551234,3.606955608,169.8987253,2673.768611,116.8728361,,35400,278000,1130,3.61,170,2670,117,278000,,0,1,0,0,0,0,0,1,,0,1,0,0,0,0,0
294252388,1715228.097,18775498.36,59902.09659,1883107.181,14902289.37,1940952.053,,294000000,1720000,18800000,59900,1880000,14900000,1940000,294000000,,1,0,0,0,0,0,0,1,,1,0,0,0,0,0,0
